"YEAR_NUM","LOCALE_VA","INDICATOR","VALUE"
2013,Arkansas,Standardized_Per_Capita_Costs,8657.67
2013,Arkansas,HCOSTS_Standard_Risk_Adj_Per_C,9729.81
2013,Arkansas,aggravated_assault,9796
2013,Arkansas,homicide,158
2013,Arkansas,population,2958765
2013,Arkansas,property_crime,106477
2013,Arkansas,violent_crime,13705
2013,Arkansas,Percent_of_Adult_Population_Rece,10.59
2013,Arkansas,SDOH_Poverty_Estimate_All_Ages,557399
2013,Arkansas,Poverty_Percent_All_Ages,19.4
2013,Arkansas,SDOH_violent_crime_rate,0.4632000176
2013,Arkansas,Long_Acting_Opioid_Prescribing_R,9.18
2013,Arkansas,Opioid_Claims,1127286
2013,Arkansas,Opioid_Prescribing_Rate,6.73
2013,Arkansas,Overall_Claims,16757632
2013,Arkansas,Part_D_Opioid_Prescribers,4698
2013,Arkansas,Part_D_Prescribers,7909
2013,California,SDOH_Median_Household_Income,58180.37218
2013,California,MM_Drug_poison_deaths_p_100_0,11.40769231
2013,California,SDOH_PMU,6.515555556
2013,California,SDOH_Median_income,60794
2013,California,SDOH_Per_Adults_Bachelors,31.00197274
2013,California,MM_Est_Age_adj_Death_Rate,15.56342525
2013,California,SUM_Est_Age_adj_Deaths_Num,5965.853253
2013,California,SUM_Population,38332521
2013,California,POP_ESTIMATE_,38431393
2013,California,Unemployed_,1668743
2013,California,SDOH_Unemployment_Rate,8.9
2013,California,Beneficiaries_with_Part_A_and_Pa,4863331
2013,California,FFS_Beneficiaries,2766509
2013,California,MA_Beneficiaries,2096822
2013,California,HUTIL_MA_Participation_Rate,43.11
2013,California,Average_Age,71
2013,California,Average_HCC_Score,1.02
2013,California,HCOSTS_Total_Actual_Costs,29920250117
2013,California,Total_Standardized_Costs,24362770709
2013,California,HCOSTS_Total_Standard_Risk_Adj,24162855345
2013,California,HCOSTS_Actual_Per_Capita_Costs,10815.16
2013,California,Standardized_Per_Capita_Costs,8806.32
2013,California,HCOSTS_Standard_Risk_Adj_Per_C,8734.06
2013,California,aggravated_assault,89029
2013,California,homicide,1746
2013,California,population,38431393
2013,California,property_crime,1018907
2013,California,violent_crime,154739
2013,California,Percent_of_Adult_Population_Rece,4.86
2013,California,SDOH_Poverty_Estimate_All_Ages,6328064
2013,California,Poverty_Percent_All_Ages,16.8
2013,California,SDOH_violent_crime_rate,0.4026369796
2013,California,Long_Acting_Opioid_Prescribing_R,11.61
2013,California,Opioid_Claims,7209324
2013,California,Opioid_Prescribing_Rate,5.47
2013,California,Overall_Claims,131842337
2013,California,Part_D_Opioid_Prescribers,49623
2013,California,Part_D_Prescribers,109563
2013,Colorado,SDOH_Median_Household_Income,61777.72857
2013,Colorado,MM_Drug_poison_deaths_p_100_0,16.39871795
2013,Colorado,SDOH_PMU,5.711904762
2013,Colorado,SDOH_Median_income,67912
2013,Colorado,SDOH_Per_Adults_Bachelors,37.46113616
2013,Colorado,MM_Est_Age_adj_Death_Rate,14.08577399
2013,Colorado,SUM_Est_Age_adj_Deaths_Num,742.0902687
2013,Colorado,SUM_Population,5268367
2013,Colorado,POP_ESTIMATE_,5272086
2013,Colorado,Unemployed_,189023
2013,Colorado,SDOH_Unemployment_Rate,6.8
2013,Colorado,Beneficiaries_with_Part_A_and_Pa,672942
2013,Colorado,FFS_Beneficiaries,408706
2013,Colorado,MA_Beneficiaries,264236
2013,Colorado,HUTIL_MA_Participation_Rate,39.27
2013,Colorado,Average_Age,71
2013,Colorado,Average_HCC_Score,0.88
2013,Colorado,HCOSTS_Total_Actual_Costs,3329283678
2013,Colorado,Total_Standardized_Costs,3192571454
2013,Colorado,HCOSTS_Total_Standard_Risk_Adj,3899512322
2013,Colorado,HCOSTS_Actual_Per_Capita_Costs,8145.91
2013,Colorado,Standardized_Per_Capita_Costs,7811.41
2013,Colorado,HCOSTS_Standard_Risk_Adj_Per_C,9541.12
2013,Colorado,aggravated_assault,9826
2013,Colorado,homicide,174
2013,Colorado,population,5272086
2013,Colorado,property_crime,139974
2013,Colorado,violent_crime,16099
2013,Colorado,Percent_of_Adult_Population_Rece,4.11
2013,Colorado,SDOH_Poverty_Estimate_All_Ages,665351
2013,Colorado,Poverty_Percent_All_Ages,12.9
2013,Colorado,SDOH_violent_crime_rate,0.3053630005
2013,Colorado,Long_Acting_Opioid_Prescribing_R,15.93
2013,Colorado,Opioid_Claims,1081546
2013,Colorado,Opioid_Prescribing_Rate,7.5
2013,Colorado,Overall_Claims,14413266
2013,Colorado,Part_D_Opioid_Prescribers,8810
2013,Colorado,Part_D_Prescribers,17269
2013,Connecticut,SDOH_Median_Household_Income,67102.51662
2013,Connecticut,MM_Drug_poison_deaths_p_100_0,13.78205128
2013,Connecticut,SDOH_PMU,5.171428571
2013,Connecticut,SDOH_Median_income,69291
2013,Connecticut,SDOH_Per_Adults_Bachelors,36.99949136
2013,Connecticut,MM_Est_Age_adj_Death_Rate,13.34448546
2013,Connecticut,SUM_Est_Age_adj_Deaths_Num,479.8783727
2013,Connecticut,SUM_Population,3596080
2013,Connecticut,POP_ESTIMATE_,3599341
2013,Connecticut,Unemployed_,144580
2013,Connecticut,SDOH_Unemployment_Rate,7.7
2013,Connecticut,Beneficiaries_with_Part_A_and_Pa,561579
2013,Connecticut,FFS_Beneficiaries,412862
2013,Connecticut,MA_Beneficiaries,148717
2013,Connecticut,HUTIL_MA_Participation_Rate,26.48
2013,Connecticut,Average_Age,73
2013,Connecticut,Average_HCC_Score,1.04
2013,Connecticut,HCOSTS_Total_Actual_Costs,4603666752
2013,Connecticut,Total_Standardized_Costs,3890847415
2013,Connecticut,HCOSTS_Total_Standard_Risk_Adj,3940882902
2013,Connecticut,HCOSTS_Actual_Per_Capita_Costs,11150.62
2013,Connecticut,Standardized_Per_Capita_Costs,9424.09
2013,Connecticut,HCOSTS_Standard_Risk_Adj_Per_C,9545.28
2013,Connecticut,aggravated_assault,4906
2013,Connecticut,homicide,91
2013,Connecticut,population,3599341
2013,Connecticut,property_crime,71274
2013,Connecticut,violent_crime,9439
2013,Connecticut,Percent_of_Adult_Population_Rece,5.05
2013,Connecticut,SDOH_Poverty_Estimate_All_Ages,373387
2013,Connecticut,Poverty_Percent_All_Ages,10.7
2013,Connecticut,SDOH_violent_crime_rate,0.2622424494
2013,Connecticut,Long_Acting_Opioid_Prescribing_R,16.59
2013,Connecticut,Opioid_Claims,668833
2013,Connecticut,Opioid_Prescribing_Rate,4.5
2013,Connecticut,Overall_Claims,14868134
2013,Connecticut,Part_D_Opioid_Prescribers,6280
2013,Connecticut,Part_D_Prescribers,16017
2013,Delaware,SDOH_Median_Household_Income,53238.2341
2013,Delaware,MM_Drug_poison_deaths_p_100_0,18.31025641
2013,Delaware,SDOH_PMU,5.546428571
2013,Delaware,SDOH_Median_income,54091
2013,Delaware,SDOH_Per_Adults_Bachelors,29.43599952
2013,Delaware,MM_Est_Age_adj_Death_Rate,14.81937262
2013,Delaware,SUM_Est_Age_adj_Deaths_Num,137.1901938
2013,Delaware,SUM_Population,925749
2013,Delaware,POP_ESTIMATE_,925240
2013,Delaware,Unemployed_,29702
2013,Delaware,SDOH_Unemployment_Rate,6.7
2013,Delaware,Beneficiaries_with_Part_A_and_Pa,160187
2013,Delaware,FFS_Beneficiaries,146983
2013,Delaware,MA_Beneficiaries,13204
2013,Delaware,HUTIL_MA_Participation_Rate,8.24
2013,Delaware,Average_Age,72
2013,Delaware,Average_HCC_Score,0.98
2013,Delaware,HCOSTS_Total_Actual_Costs,1449524466
2013,Delaware,Total_Standardized_Costs,1336159945
2013,Delaware,HCOSTS_Total_Standard_Risk_Adj,1454557789
2013,Delaware,HCOSTS_Actual_Per_Capita_Costs,9861.85
2013,Delaware,Standardized_Per_Capita_Costs,9090.57
2013,Delaware,HCOSTS_Standard_Risk_Adj_Per_C,9896.1
2013,Delaware,aggravated_assault,2960
2013,Delaware,homicide,41
2013,Delaware,population,925240
2013,Delaware,property_crime,29001
2013,Delaware,violent_crime,4633
2013,Delaware,Percent_of_Adult_Population_Rece,6.18
2013,Delaware,SDOH_Poverty_Estimate_All_Ages,115774
2013,Delaware,Poverty_Percent_All_Ages,12.9
2013,Delaware,SDOH_violent_crime_rate,0.5007349444
2013,Delaware,Long_Acting_Opioid_Prescribing_R,18.89
2013,Delaware,Opioid_Claims,232651
2013,Delaware,Opioid_Prescribing_Rate,6.57
2013,Delaware,Overall_Claims,3539095
2013,Delaware,Part_D_Opioid_Prescribers,1566
2013,Delaware,Part_D_Prescribers,3204
2013,Florida,SDOH_Median_Household_Income,47412.09762
2013,Florida,MM_Drug_poison_deaths_p_100_0,13.95819481
2013,Florida,SDOH_PMU,6.323809524
2013,Florida,SDOH_Median_income,48532
2013,Florida,SDOH_Per_Adults_Bachelors,26.76253591
2013,Florida,MM_Est_Age_adj_Death_Rate,16.39534348
2013,Florida,SUM_Est_Age_adj_Deaths_Num,3205.758558
2013,Florida,SUM_Population,19552860
2013,Florida,POP_ESTIMATE_,19600311
2013,Florida,Unemployed_,690157
2013,Florida,SDOH_Unemployment_Rate,7.3
2013,Florida,Beneficiaries_with_Part_A_and_Pa,3649437
2013,Florida,FFS_Beneficiaries,2213241
2013,Florida,MA_Beneficiaries,1436196
2013,Florida,HUTIL_MA_Participation_Rate,39.35
2013,Florida,Average_Age,73
2013,Florida,Average_HCC_Score,1.07
2013,Florida,HCOSTS_Total_Actual_Costs,24298591934
2013,Florida,Total_Standardized_Costs,24333484726
2013,Florida,HCOSTS_Total_Standard_Risk_Adj,24260691692
2013,Florida,HCOSTS_Actual_Per_Capita_Costs,10978.74
2013,Florida,Standardized_Per_Capita_Costs,10994.5
2013,Florida,HCOSTS_Standard_Risk_Adj_Per_C,10961.61
2013,Florida,aggravated_assault,61054
2013,Florida,homicide,972
2013,Florida,population,19600311
2013,Florida,property_crime,607170
2013,Florida,violent_crime,91993
2013,Florida,Percent_of_Adult_Population_Rece,6.23
2013,Florida,SDOH_Poverty_Estimate_All_Ages,3268130
2013,Florida,Poverty_Percent_All_Ages,17.1
2013,Florida,SDOH_violent_crime_rate,0.4693445936
2013,Florida,Long_Acting_Opioid_Prescribing_R,12.74
2013,Florida,Opioid_Claims,5233622
2013,Florida,Opioid_Prescribing_Rate,5.21
2013,Florida,Overall_Claims,100542921
2013,Florida,Part_D_Opioid_Prescribers,28247
2013,Florida,Part_D_Prescribers,61029
2013,Georgia,SDOH_Median_Household_Income,49088.53033
2013,Georgia,MM_Drug_poison_deaths_p_100_0,11.00970036
2013,Georgia,SDOH_PMU,5.486904762
2013,Georgia,SDOH_Median_income,46992
2013,Georgia,SDOH_Per_Adults_Bachelors,28.31162595
2013,Georgia,MM_Est_Age_adj_Death_Rate,11.86344953
2013,Georgia,SUM_Est_Age_adj_Deaths_Num,1185.415689
2013,Georgia,SUM_Population,9992167
2013,Georgia,POP_ESTIMATE_,9994759
2013,Georgia,Unemployed_,390799
2013,Georgia,SDOH_Unemployment_Rate,8.2
2013,Georgia,Beneficiaries_with_Part_A_and_Pa,1351620
2013,Georgia,FFS_Beneficiaries,944469
2013,Georgia,MA_Beneficiaries,407151
2013,Georgia,HUTIL_MA_Participation_Rate,30.12
2013,Georgia,Average_Age,70
2013,Georgia,Average_HCC_Score,1.01
2013,Georgia,HCOSTS_Total_Actual_Costs,8605824586
2013,Georgia,Total_Standardized_Costs,8890229518
2013,Georgia,HCOSTS_Total_Standard_Risk_Adj,9403669908
2013,Georgia,HCOSTS_Actual_Per_Capita_Costs,9111.81
2013,Georgia,Standardized_Per_Capita_Costs,9412.94
2013,Georgia,HCOSTS_Standard_Risk_Adj_Per_C,9956.57
2013,Georgia,aggravated_assault,21361
2013,Georgia,homicide,563
2013,Georgia,population,9994759
2013,Georgia,property_crime,339808
2013,Georgia,violent_crime,37519
2013,Georgia,Percent_of_Adult_Population_Rece,6.34
2013,Georgia,SDOH_Poverty_Estimate_All_Ages,1849944
2013,Georgia,Poverty_Percent_All_Ages,19
2013,Georgia,SDOH_violent_crime_rate,0.3753867402
2013,Georgia,Long_Acting_Opioid_Prescribing_R,10.12
2013,Georgia,Opioid_Claims,2699424
2013,Georgia,Opioid_Prescribing_Rate,6.56
2013,Georgia,Overall_Claims,41154138
2013,Georgia,Part_D_Opioid_Prescribers,13611
2013,Georgia,Part_D_Prescribers,25625
2013,Hawaii,SDOH_Median_Household_Income,63931.03095
2013,Hawaii,MM_Drug_poison_deaths_p_100_0,12.39230769
2013,Hawaii,SDOH_PMU,5.686904762
2013,Hawaii,SDOH_Median_income,64235
2013,Hawaii,SDOH_Per_Adults_Bachelors,30.47126663
2013,Hawaii,MM_Est_Age_adj_Death_Rate,10.8355365
2013,Hawaii,SUM_Est_Age_adj_Deaths_Num,152.1367836
2013,Hawaii,SUM_Population,1404054
2013,Hawaii,POP_ESTIMATE_,1408987
2013,Hawaii,Unemployed_,31552
2013,Hawaii,SDOH_Unemployment_Rate,4.8
2013,Hawaii,Beneficiaries_with_Part_A_and_Pa,208850
2013,Hawaii,FFS_Beneficiaries,98007
2013,Hawaii,MA_Beneficiaries,110843
2013,Hawaii,HUTIL_MA_Participation_Rate,53.07
2013,Hawaii,Average_Age,73
2013,Hawaii,Average_HCC_Score,0.91
2013,Hawaii,HCOSTS_Total_Actual_Costs,699381648.5
2013,Hawaii,Total_Standardized_Costs,593801236.6
2013,Hawaii,HCOSTS_Total_Standard_Risk_Adj,681456400.2
2013,Hawaii,HCOSTS_Actual_Per_Capita_Costs,7136.04
2013,Hawaii,Standardized_Per_Capita_Costs,6058.76
2013,Hawaii,HCOSTS_Standard_Risk_Adj_Per_C,6953.14
2013,Hawaii,aggravated_assault,2111
2013,Hawaii,homicide,32
2013,Hawaii,population,1408987
2013,Hawaii,property_crime,45266
2013,Hawaii,violent_crime,3585
2013,Hawaii,Percent_of_Adult_Population_Rece,4.11
2013,Hawaii,SDOH_Poverty_Estimate_All_Ages,153375
2013,Hawaii,Poverty_Percent_All_Ages,11.2
2013,Hawaii,SDOH_violent_crime_rate,0.2544381176
2013,Hawaii,Long_Acting_Opioid_Prescribing_R,14.33
2013,Hawaii,Opioid_Claims,175542
2013,Hawaii,Opioid_Prescribing_Rate,3.87
2013,Hawaii,Overall_Claims,4533930
2013,Hawaii,Part_D_Opioid_Prescribers,1690
2013,Hawaii,Part_D_Prescribers,4053
2013,Idaho,SDOH_Median_Household_Income,51400.1119
2013,Idaho,MM_Drug_poison_deaths_p_100_0,12.7525641
2013,Idaho,SDOH_PMU,6.177222222
2013,Idaho,SDOH_Median_income,48467
2013,Idaho,SDOH_Per_Adults_Bachelors,25.41775522
2013,Idaho,MM_Est_Age_adj_Death_Rate,12.23142838
2013,Idaho,SUM_Est_Age_adj_Deaths_Num,197.1872602
2013,Idaho,SUM_Population,1612136
2013,Idaho,POP_ESTIMATE_,1612843
2013,Idaho,Unemployed_,47033
2013,Idaho,SDOH_Unemployment_Rate,6.1
2013,Idaho,Beneficiaries_with_Part_A_and_Pa,250917
2013,Idaho,FFS_Beneficiaries,168132
2013,Idaho,MA_Beneficiaries,82785
2013,Idaho,HUTIL_MA_Participation_Rate,32.99
2013,Idaho,Average_Age,71
2013,Idaho,Average_HCC_Score,0.87
2013,Idaho,HCOSTS_Total_Actual_Costs,1291619328
2013,Idaho,Total_Standardized_Costs,1278445626
2013,Idaho,HCOSTS_Total_Standard_Risk_Adj,1597806958
2013,Idaho,HCOSTS_Actual_Per_Capita_Costs,7682.17
2013,Idaho,Standardized_Per_Capita_Costs,7603.82
2013,Idaho,HCOSTS_Standard_Risk_Adj_Per_C,9503.29
2013,Idaho,aggravated_assault,2548
2013,Idaho,homicide,29
2013,Idaho,population,1612843
2013,Idaho,property_crime,30230
2013,Idaho,violent_crime,3471
2013,Idaho,Percent_of_Adult_Population_Rece,5.98
2013,Idaho,SDOH_Poverty_Estimate_All_Ages,246708
2013,Idaho,Poverty_Percent_All_Ages,15.6
2013,Idaho,SDOH_violent_crime_rate,0.2152100359
2013,Idaho,Long_Acting_Opioid_Prescribing_R,16.56
2013,Idaho,Opioid_Claims,433676
2013,Idaho,Opioid_Prescribing_Rate,7.71
2013,Idaho,Overall_Claims,5625884
2013,Idaho,Part_D_Opioid_Prescribers,2667
2013,Idaho,Part_D_Prescribers,4752
2013,Illinois,SDOH_Median_Household_Income,54577.43333
2013,Illinois,MM_Drug_poison_deaths_p_100_0,12.55641026
2013,Illinois,SDOH_PMU,6.438888889
2013,Illinois,SDOH_Median_income,53937
2013,Illinois,SDOH_Per_Adults_Bachelors,31.88968472
2013,Illinois,MM_Est_Age_adj_Death_Rate,11.27279984
2013,Illinois,SUM_Est_Age_adj_Deaths_Num,1452.177294
2013,Illinois,SUM_Population,12882135
2013,Illinois,POP_ESTIMATE_,12890552
2013,Illinois,Unemployed_,594127
2013,Illinois,SDOH_Unemployment_Rate,9.1
2013,Illinois,Beneficiaries_with_Part_A_and_Pa,1856528
2013,Illinois,FFS_Beneficiaries,1620399
2013,Illinois,MA_Beneficiaries,236129
2013,Illinois,HUTIL_MA_Participation_Rate,12.72
2013,Illinois,Average_Age,72
2013,Illinois,Average_HCC_Score,1
2013,Illinois,HCOSTS_Total_Actual_Costs,16369700739
2013,Illinois,Total_Standardized_Costs,15571947416
2013,Illinois,HCOSTS_Total_Standard_Risk_Adj,16313271992
2013,Illinois,HCOSTS_Actual_Per_Capita_Costs,10102.27
2013,Illinois,Standardized_Per_Capita_Costs,9609.95
2013,Illinois,HCOSTS_Standard_Risk_Adj_Per_C,10067.44
2013,Illinois,aggravated_assault,28161
2013,Illinois,homicide,722
2013,Illinois,population,12890552
2013,Illinois,property_crime,296048
2013,Illinois,violent_crime,51956
2013,Illinois,Percent_of_Adult_Population_Rece,5.45
2013,Illinois,SDOH_Poverty_Estimate_All_Ages,1841996
2013,Illinois,Poverty_Percent_All_Ages,14.6
2013,Illinois,SDOH_violent_crime_rate,0.4030548886
2013,Illinois,Long_Acting_Opioid_Prescribing_R,10.27
2013,Illinois,Opioid_Claims,2288636
2013,Illinois,Opioid_Prescribing_Rate,4.98
2013,Illinois,Overall_Claims,45984464
2013,Illinois,Part_D_Opioid_Prescribers,17940
2013,Illinois,Part_D_Prescribers,41756
2013,Indiana,SDOH_Median_Household_Income,48025.05476
2013,Indiana,MM_Drug_poison_deaths_p_100_0,16.66794872
2013,Indiana,SDOH_PMU,6.027380952
2013,Indiana,SDOH_Median_income,49455
2013,Indiana,SDOH_Per_Adults_Bachelors,23.62030673
2013,Indiana,MM_Est_Age_adj_Death_Rate,14.40837348
2013,Indiana,SUM_Est_Age_adj_Deaths_Num,946.7601013
2013,Indiana,SUM_Population,6570902
2013,Indiana,POP_ESTIMATE_,6570713
2013,Indiana,Unemployed_,244752
2013,Indiana,SDOH_Unemployment_Rate,7.7
2013,Indiana,Beneficiaries_with_Part_A_and_Pa,1060593
2013,Indiana,FFS_Beneficiaries,814354
2013,Indiana,MA_Beneficiaries,246239
2013,Indiana,HUTIL_MA_Participation_Rate,23.22
2013,Indiana,Average_Age,71
2013,Indiana,Average_HCC_Score,1
2013,Indiana,HCOSTS_Total_Actual_Costs,7589334932
2013,Indiana,Total_Standardized_Costs,7650291320
2013,Indiana,HCOSTS_Total_Standard_Risk_Adj,8050426414
2013,Indiana,HCOSTS_Actual_Per_Capita_Costs,9319.45
2013,Indiana,Standardized_Per_Capita_Costs,9394.31
2013,Indiana,HCOSTS_Standard_Risk_Adj_Per_C,9885.66
2013,Indiana,aggravated_assault,13915
2013,Indiana,homicide,357
2013,Indiana,population,6570713
2013,Indiana,property_crime,187472
2013,Indiana,violent_crime,23627
2013,Indiana,Percent_of_Adult_Population_Rece,6.74
2013,Indiana,SDOH_Poverty_Estimate_All_Ages,1008411
2013,Indiana,Poverty_Percent_All_Ages,15.8
2013,Indiana,SDOH_violent_crime_rate,0.3595804595
2013,Indiana,Long_Acting_Opioid_Prescribing_R,13.1
2013,Indiana,Opioid_Claims,2120330
2013,Indiana,Opioid_Prescribing_Rate,6.9
2013,Indiana,Overall_Claims,30713108
2013,Indiana,Part_D_Opioid_Prescribers,10628
2013,Indiana,Part_D_Prescribers,19371
2013,Iowa,SDOH_Median_Household_Income,56078.67013
2013,Iowa,MM_Drug_poison_deaths_p_100_0,9.187179487
2013,Iowa,SDOH_PMU,5.027222222
2013,Iowa,SDOH_Median_income,60156
2013,Iowa,SDOH_Per_Adults_Bachelors,26.35214734
2013,Iowa,MM_Est_Age_adj_Death_Rate,7.057152305
2013,Iowa,SUM_Est_Age_adj_Deaths_Num,218.095364
2013,Iowa,SUM_Population,3090416
2013,Iowa,POP_ESTIMATE_,3092341
2013,Iowa,Unemployed_,79755
2013,Iowa,SDOH_Unemployment_Rate,4.8
